occurrence_no,collection_no,accepted_name,genus,family,order,guild,resolution,taxon,lng,lat,eag,lag,mid_ma,early_interval,env,formation,member,collection_name,stp,abu,abv
occ:1380241,188943,Metalopex macconnelli,Metalopex,Canidae,Carnivora,predator,genus,Metalopex,-117.992226,35.37278,12.5,9.4,10.95,Late Clarendonian,terrestrial indet.,Dove Spring,"""upper part""",Red Rock Canyon,California,,
occ:1380243,188945,Metalopex macconnelli,Metalopex,Canidae,Carnivora,predator,genus,Metalopex,-117.992226,35.37278,9.4,4.7,7.050000000000001,Hemphillian,terrestrial indet.,,,Red Rock Canyon (LACM 3580),California,,
occ:1380247,188947,Epicyon haydeni,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-117.992226,35.37278,12.5,9.4,10.95,Late Clarendonian,terrestrial indet.,Dove Spring,,Red Rock Canyon (general),California,,
occ:1380346,19531,Merychippus coloradense,Merychippus,Equidae,Perissodactyla,herbivore,genus,Merychippus,-106.199997,35.5,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,,,San Ildefonso Pueblo,New Mexico,,
occ:1380348,188963,Oxydactylus campestris,Oxydactylus,Camelidae,Artiodactyla,herbivore,genus,Oxydactylus,-103.79361,42.439445,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Harrison,,Agate (Oxydactylus campestris type locality),Nebraska,,
occ:1380646,189002,Aepycamelus elrodi,Aepycamelus,Camelidae,Artiodactyla,herbivore,genus,Aepycamelus,-111.519722,45.729168,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,East of Hyde Post-office,Montana,,
occ:1380800,17904,Aepycamelus procerus,Aepycamelus,Camelidae,Artiodactyla,herbivore,genus,Aepycamelus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 3,East Surface Quarry,Nebraska,,
occ:1380881,18794,Acritohippus isonesus,Acritohippus,Equidae,Perissodactyla,herbivore,genus,Acritohippus,-106.199997,49.200001,16.3,12.5,14.4,Barstovian,terrestrial indet.,Wood Mountain,,Wood Mountain,Saskatchewan,,
occ:1380882,189022,Ustatochoerus californicus,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-117.992226,35.373055,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Dove Spring,,Ricardo Ampitheater,California,,
occ:1380883,189022,Epicyon saevus,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-117.992226,35.373055,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Dove Spring,,Ricardo Ampitheater,California,,
occ:1381087,17925,Archaeotherium caninus,Archaeotherium,Entelodontidae,Artiodactyla,herbivore,genus,Archaeotherium,-120.199997,44.900002,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,John Day,,Haystack Member,Oregon,,
occ:1381139,19548,Megahippus mckennai,Megahippus,Equidae,Perissodactyla,herbivore,genus,Megahippus,-117.0,34.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Barstow,Middle,Skyline Quarry,California,,
occ:1381140,19548,Hypohippus osborni,Hypohippus,Equidae,Perissodactyla,herbivore,genus,Hypohippus,-117.0,34.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Barstow,Middle,Skyline Quarry,California,,
occ:1381141,19364,Megahippus mckennai,Megahippus,Equidae,Perissodactyla,herbivore,genus,Megahippus,-117.066666,35.049999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Barstow,Upper,Hemicyon Quarry,California,,
occ:1381142,19471,Megahippus mckennai,Megahippus,Equidae,Perissodactyla,herbivore,genus,Megahippus,-117.0,34.799999,16.3,12.5,14.4,Barstovian,fluvial indet.,Barstow,,Old Mill 1931,California,,
occ:1381143,19432,Megahippus mckennai,Megahippus,Equidae,Perissodactyla,herbivore,genus,Megahippus,-117.0,34.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Barstow,Middle,Mayday Quarry,California,,
occ:1381144,19458,Megahippus mckennai,Megahippus,Equidae,Perissodactyla,herbivore,genus,Megahippus,-117.0,34.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Barstow,Upper,New Year Quarry,California,,
occ:1381146,19472,Hypohippus affinis,Hypohippus,Equidae,Perissodactyla,herbivore,genus,Hypohippus,-117.0,34.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Barstow,,Oreodont Quarry,California,,
occ:1381510,19422,Anchitheriinae,,Equidae,Perissodactyla,herbivore,indeterminate,,-117.0,34.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Barstow,Upper,Leader Quarry,California,,
occ:1381511,19356,Anchitheriinae,,Equidae,Perissodactyla,herbivore,indeterminate,,-117.0,34.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Barstow,Middle,Green Hills Quarry,California,,
occ:1381512,19463,Anchitheriinae,,Equidae,Perissodactyla,herbivore,indeterminate,,-117.0,34.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Barstow,Upper,North End Quarry,California,,
occ:1384220,189788,Astrohippus stockii,Astrohippus,Equidae,Perissodactyla,herbivore,genus,Astrohippus,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384222,189788,Dinohippus mexicanus,Dinohippus,Equidae,Perissodactyla,herbivore,genus,Dinohippus,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384223,189788,Megalonyx,Megalonyx,Megalonychidae,Xenarthra,herbivore,genus,Megalonyx,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384224,189788,Teleoceras fossiger,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Teleoceras,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384225,189788,Zacatzontli tecolotlanensis,Zacatzontli,Megalonychidae,Xenarthra,herbivore,genus,Zacatzontli,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384226,189788,Pleiolama vera,Pleiolama,Camelidae,Artiodactyla,herbivore,genus,Pleiolama,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384227,189788,Sigmodon,Sigmodon,Cricetidae,Rodentia,herbivore,genus,Sigmodon,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384228,189788,Megatylopus matthewi,Megatylopus,Camelidae,Artiodactyla,herbivore,genus,Megatylopus,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384230,189788,Calomys,Calomys,Cricetidae,Rodentia,herbivore,genus,Calomys,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384232,189788,Eucyon ferox,Eucyon,Canidae,Carnivora,predator,genus,Eucyon,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384234,189788,Borophagus secundus,Borophagus,Canidae,Carnivora,predator,genus,Borophagus,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384236,189788,Rhynchotherium falconeri,Rhynchotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Rhynchotherium,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384238,189788,Neohipparion eurystyle,Neohipparion,Equidae,Perissodactyla,herbivore,genus,Neohipparion,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1384244,189790,Zacatzontli tecolotlanensis,Zacatzontli,Megalonychidae,Xenarthra,herbivore,genus,Zacatzontli,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384245,189790,Notolagus,Notolagus,Leporidae,Lagomorpha,herbivore,genus,Notolagus,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384246,189790,Sigmodon,Sigmodon,Cricetidae,Rodentia,herbivore,genus,Sigmodon,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384247,189790,Agriotherium schneideri,Agriotherium,Ursidae,Carnivora,predator,genus,Agriotherium,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384248,189790,Borophagus secundus,Borophagus,Canidae,Carnivora,predator,genus,Borophagus,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384249,189790,Amphimachairodus coloradensis,Amphimachairodus,Felidae,Carnivora,predator,genus,Amphimachairodus,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384250,189790,Rhynchotherium falconeri,Rhynchotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Rhynchotherium,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384251,189790,Nannippus aztecus,Nannippus,Equidae,Perissodactyla,herbivore,genus,Nannippus,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384252,189790,Neohipparion eurystyle,Neohipparion,Equidae,Perissodactyla,herbivore,genus,Neohipparion,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384253,189790,Astrohippus stockii,Astrohippus,Equidae,Perissodactyla,herbivore,genus,Astrohippus,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384254,189790,Dinohippus mexicanus,Dinohippus,Equidae,Perissodactyla,herbivore,genus,Dinohippus,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384255,189790,Teleoceras fossiger,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Teleoceras,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384256,189790,Pleiolama vera,Pleiolama,Camelidae,Artiodactyla,herbivore,genus,Pleiolama,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384257,189790,Megatylopus matthewi,Megatylopus,Camelidae,Artiodactyla,herbivore,genus,Megatylopus,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384258,189790,Hexobelomeryx,Hexobelomeryx,Antilocapridae,Artiodactyla,herbivore,genus,Hexobelomeryx,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384259,189790,Desmathyus brachydontus,Desmathyus,Tayassuidae,Artiodactyla,herbivore,genus,Desmathyus,-104.060837,20.123333,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,Santa Maria,Jalisco,,
occ:1384260,189788,Hexobelomeryx,Hexobelomeryx,Antilocapridae,Artiodactyla,herbivore,genus,Hexobelomeryx,-104.082222,20.14889,9.4,4.7,7.050000000000001,Hemphillian,fluvial-lacustrine indet.,,,La Hacienda ,Jalisco,,
occ:1386049,18578,Hydrochoerus,Hydrochoerus,Caviidae,Rodentia,herbivore,genus,Hydrochoerus,-81.900002,27.5,9.4,4.7,7.050000000000001,Hemphillian,terrestrial indet.,,,Peace River,Florida,,
occ:1386619,190543,Epicyon saevus,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1386620,190543,Paratomarctus temerarius,Paratomarctus,Canidae,Carnivora,predator,genus,Paratomarctus,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1386621,190543,Leptocyon vafer,Leptocyon,Canidae,Carnivora,predator,genus,Leptocyon,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1386622,190543,Epicyon haydeni,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1386623,190543,Pseudaelurus intrepidus,Pseudaelurus,Felidae,Carnivora,predator,genus,Pseudaelurus,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1386624,190543,Aelurodon ferox,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1386625,190543,Hystricops venustus,Hystricops,Castoridae,Rodentia,herbivore,genus,Hystricops,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1386626,190543,Eucastor tortus,Eucastor,Castoridae,Rodentia,herbivore,genus,Eucastor,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1386637,190543,Hypohippus affinis,Hypohippus,Equidae,Perissodactyla,herbivore,genus,Hypohippus,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1386638,190543,Parahippus cognatus,Parahippus,Equidae,Perissodactyla,herbivore,genus,Parahippus,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1386640,190543,Protohippus perditus,Protohippus,Equidae,Perissodactyla,herbivore,genus,Protohippus,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1386645,190543,Rhinocerotidae,,Rhinocerotidae,Perissodactyla,herbivore,indeterminate,,-102.5,42.700001,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Loup Fork,,Niobrara River (coll. Hayden 1857),Nebraska,,
occ:1388634,18097,Pliohippus bakeri,Pliohippus,Equidae,Perissodactyla,herbivore,genus,Pliohippus,-100.199997,35.900002,9.4,4.7,7.050000000000001,Hemphillian,terrestrial indet.,,,Coffee Ranch,Texas,,
occ:1388660,18610,Pliohippus pernix,Pliohippus,Equidae,Perissodactyla,herbivore,genus,Pliohippus,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Bridge Ranch, Normanna",Texas,,
occ:1391314,19084,Alphagaulus pristinus,Alphagaulus,Mylagaulidae,Rodentia,herbivore,genus,Alphagaulus,-111.0,46.5,18.5,12.5,15.5,Hemingfordian,terrestrial indet.,Deep River,,Spring Creek 1 (Level 2),Montana,,
occ:1393916,191975,Paratoceras coatesi,Paratoceras,Protoceratidae,Artiodactyla,herbivore,genus,Paratoceras,-79.636787,9.030115,18.5,16.3,17.4,Early Hemingfordian,delta plain,Cucaracha,,Escobar Hill,Panama,,
occ:1393919,89444,Paratoceras coatesi,Paratoceras,Protoceratidae,Artiodactyla,herbivore,genus,Paratoceras,-79.636787,9.030115,18.5,16.3,17.4,Early Hemingfordian,delta plain,Cucaracha,,Centenario Bridge,,,
occ:1393920,105889,Paratoceras coatesi,Paratoceras,Protoceratidae,Artiodactyla,herbivore,genus,Paratoceras,-79.653816,9.047688,18.5,16.3,17.4,Early Hemingfordian,crevasse splay,Cucaracha,,Hodges Hill,,,
occ:1393921,142889,Paratoceras coatesi,Paratoceras,Protoceratidae,Artiodactyla,herbivore,genus,Paratoceras,-79.623634,9.022731,18.5,16.3,17.4,Early Hemingfordian,delta plain,Cucaracha,,Cartagena Hill,,,
occ:1394012,191985,Leptarctus oregonensis,Leptarctus,Mustelidae,Carnivora,predator,genus,Leptarctus,-119.712219,44.520279,16.3,12.5,14.4,Barstovian,terrestrial indet.,Mascall,,UO 2993,Oregon,specimens,1.0
occ:1394013,17976,Leptarctus oregonensis,Leptarctus,Mustelidae,Carnivora,predator,genus,Leptarctus,-102.849998,42.683334,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,,,Observation Quarry,Nebraska,specimens,1.0
occ:1394014,17905,Leptarctus oregonensis,Leptarctus,Mustelidae,Carnivora,predator,genus,Leptarctus,-103.732651,42.1856,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,,Echo Quarry,Nebraska,,
occ:1394646,19088,Monosaulax,Monosaulax,Castoridae,Rodentia,herbivore,genus,Monosaulax,-117.900002,38.25,16.3,12.5,14.4,Barstovian,terrestrial indet.,Esmeralda,,Stewart Spring,Nevada,,
occ:1394720,144596,Rhynchotherium blicki,Rhynchotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Rhynchotherium,-83.081001,8.8554,7.246,5.333,6.2895,Messinian,deltaic indet.,Curré,,San Gerardo de Limoncito,Puntarenas,,
occ:1394732,19056,Spermophilus tephrus,Spermophilus,Sciuridae,Rodentia,herbivore,genus,Spermophilus,-117.5,43.599998,16.3,12.5,14.4,Barstovian,terrestrial indet.,Butte Creek,,Skull Spring,Oregon,,
occ:1394873,144596,Pliometanastes protistus,Pliometanastes,Megalonychidae,Xenarthra,herbivore,genus,Pliometanastes,-83.081001,8.8554,7.246,5.333,6.2895,Messinian,deltaic indet.,Curré,,San Gerardo de Limoncito,Puntarenas,,
occ:1394874,144596,Scirrotherium antelucanus,Scirrotherium,Pampatheriidae,Cingulata,herbivore,genus,Scirrotherium,-83.081001,8.8554,7.246,5.333,6.2895,Messinian,deltaic indet.,Curré,,San Gerardo de Limoncito,Puntarenas,,
occ:1394889,144596,Mylodontidae,,Mylodontidae,Xenarthra,herbivore,indeterminate,,-83.081001,8.8554,7.246,5.333,6.2895,Messinian,deltaic indet.,Curré,,San Gerardo de Limoncito,Puntarenas,,
occ:1394890,144596,Sibotherium ka,Sibotherium,Megatheriidae,Xenarthra,herbivore,genus,Sibotherium,-83.081001,8.8554,7.246,5.333,6.2895,Messinian,deltaic indet.,Curré,,San Gerardo de Limoncito,Puntarenas,,
occ:1394891,144596,Tayassuidae,,Tayassuidae,Artiodactyla,herbivore,indeterminate,,-83.081001,8.8554,7.246,5.333,6.2895,Messinian,deltaic indet.,Curré,,San Gerardo de Limoncito,Puntarenas,,
occ:1394892,144596,Pleiolama vera,Pleiolama,Camelidae,Artiodactyla,herbivore,genus,Pleiolama,-83.081001,8.8554,7.246,5.333,6.2895,Messinian,deltaic indet.,Curré,,San Gerardo de Limoncito,Puntarenas,,
occ:1394919,144596,Protohippus gidleyi,Protohippus,Equidae,Perissodactyla,herbivore,genus,Protohippus,-83.081001,8.8554,7.246,5.333,6.2895,Messinian,deltaic indet.,Curré,,San Gerardo de Limoncito,Puntarenas,,
occ:1394920,144596,Calippus hondurensis,Calippus,Equidae,Perissodactyla,herbivore,genus,Calippus,-83.081001,8.8554,7.246,5.333,6.2895,Messinian,deltaic indet.,Curré,,San Gerardo de Limoncito,Puntarenas,,
occ:1394921,144596,Dinohippus mexicanus,Dinohippus,Equidae,Perissodactyla,herbivore,genus,Dinohippus,-83.081001,8.8554,7.246,5.333,6.2895,Messinian,deltaic indet.,Curré,,San Gerardo de Limoncito,Puntarenas,,
occ:1396100,19442,Hipparion,Hipparion,Equidae,Perissodactyla,herbivore,genus,Hipparion,-118.423531,34.474655,23.04,5.333,14.186499999999999,Miocene,fluvial indet.,Mint Canyon,6,Mint Canyon (UCMP 3555),California,,
occ:1396101,19439,Canidae,,Canidae,Carnivora,predator,indeterminate,,-118.440735,34.47028,23.04,5.333,14.186499999999999,Miocene,fluvial indet.,Mint Canyon,16,Mint Canyon (CIT 100),California,,
occ:1396102,192332,Pronotolagus apachensis,Pronotolagus,Leporidae,Lagomorpha,herbivore,genus,Pronotolagus,-118.450211,34.463718,15.98,5.333,10.656500000000001,Middle Miocene,fluvial indet.,Mint Canyon,,Mint Canyon (CIT 102),California,,
occ:1396103,192332,Gomphotherium,Gomphotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Gomphotherium,-118.450211,34.463718,15.98,5.333,10.656500000000001,Middle Miocene,fluvial indet.,Mint Canyon,,Mint Canyon (CIT 102),California,,
occ:1396104,192333,Hipparion,Hipparion,Equidae,Perissodactyla,herbivore,genus,Hipparion,-118.479919,34.470264,15.98,5.333,10.656500000000001,Middle Miocene,fluvial indet.,Mint Canyon,,Mint Canyon (CIT 99),California,,
occ:1396105,19439,Rhinocerotidae,,Rhinocerotidae,Perissodactyla,herbivore,indeterminate,,-118.440735,34.47028,23.04,5.333,14.186499999999999,Miocene,fluvial indet.,Mint Canyon,16,Mint Canyon (CIT 100),California,,
occ:1400039,19517,Pliohippus tantalus,Pliohippus,Equidae,Perissodactyla,herbivore,genus,Pliohippus,-117.992119,35.372936,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Dove Spring,,Ricardo,California,,
occ:1404685,193968,Sciuridae,,Sciuridae,Rodentia,herbivore,indeterminate,,-116.279999,46.990002,16.3,12.5,14.4,Barstovian,lacustrine indet.,Latah,,"UWBM C2830, Kienbaum racetrack",Idaho,specimens,1.0
occ:1404737,193977,Diceratherium,Diceratherium,Rhinocerotidae,Perissodactyla,herbivore,genus,Diceratherium,-119.410004,47.57,27.3,15.98,21.64,Late Oligocene,terrestrial indet.,Columbia River Basalts,,"UCMP V5108, Grand Coulee rhino",Washington,specimens,1.0
occ:1425319,18140,Plesiogulo marshalli,Plesiogulo,Mustelidae,Carnivora,predator,genus,Plesiogulo,-101.699997,39.299999,9.4,4.7,7.050000000000001,Hemphillian,terrestrial indet.,,,Edson,Kansas,,
occ:1425320,18140,Borophagus secundus,Borophagus,Canidae,Carnivora,predator,genus,Borophagus,-101.699997,39.299999,9.4,4.7,7.050000000000001,Hemphillian,terrestrial indet.,,,Edson,Kansas,,
occ:1425322,18140,Prosthennops serus,Prosthennops,Tayassuidae,Artiodactyla,herbivore,genus,Prosthennops,-101.699997,39.299999,9.4,4.7,7.050000000000001,Hemphillian,terrestrial indet.,,,Edson,Kansas,,
occ:1425428,26574,Mylohyus elmorei,Mylohyus,Tayassuidae,Artiodactyla,herbivore,genus,Mylohyus,-82.476669,36.419724,9.4,1.4,5.4,Late Hemphillian,sinkhole,,,Gray Fossil Site,Tennessee,,
occ:1425429,26574,Prosthennops serus,Prosthennops,Tayassuidae,Artiodactyla,herbivore,genus,Prosthennops,-82.476669,36.419724,9.4,1.4,5.4,Late Hemphillian,sinkhole,,,Gray Fossil Site,Tennessee,,
occ:1425430,26574,Gulo sudorus,Gulo,Mustelidae,Carnivora,predator,genus,Gulo,-82.476669,36.419724,9.4,1.4,5.4,Late Hemphillian,sinkhole,,,Gray Fossil Site,Tennessee,,
occ:1430912,17965,Priusaulax wilsoni,Priusaulax,Castoridae,Rodentia,herbivore,genus,Priusaulax,-103.283333,40.900002,18.5,16.3,17.4,Hemingfordian,"""channel""",Pawnee Creek,,Martin Canyon Quarry A,Colorado,,
occ:1434067,200046,Cormohipparion,Cormohipparion,Equidae,Perissodactyla,herbivore,genus,Cormohipparion,-117.8545,34.409,12.5,9.4,10.95,Early Clarendonian,terrestrial indet.,Punchbowl,,LACM 7502,California,,
occ:1438220,200705,Teleoceras,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Teleoceras,-82.444443,29.385555,9.4,4.7,7.050000000000001,Hemphillian,fluvial indet.,,,"Montbrook, FLMNH site LV070",Florida,,
occ:1438221,200705,Borophagus hilli,Borophagus,Canidae,Carnivora,predator,genus,Borophagus,-82.444443,29.385555,9.4,4.7,7.050000000000001,Hemphillian,fluvial indet.,,,"Montbrook, FLMNH site LV070",Florida,,
occ:1438222,200705,Hexameryx simpsoni,Hexameryx,Antilocapridae,Artiodactyla,herbivore,genus,Hexameryx,-82.444443,29.385555,9.4,4.7,7.050000000000001,Hemphillian,fluvial indet.,,,"Montbrook, FLMNH site LV070",Florida,,
occ:1438307,18610,Domninoides,Domninoides,Talpidae,NO_ORDER_SPECIFIED,other,genus,Domninoides,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Bridge Ranch, Normanna",Texas,specimens,1.0
occ:1438308,18610,Ceratogaulus rhinocerus,Ceratogaulus,Mylagaulidae,Rodentia,herbivore,genus,Ceratogaulus,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Bridge Ranch, Normanna",Texas,specimens,2.0
occ:1438333,18610,Aelurodon taxoides,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Bridge Ranch, Normanna",Texas,specimens,5.0
occ:1438334,18610,Ischyrocyon gidleyi,Ischyrocyon,Amphicyonidae,Carnivora,predator,genus,Ischyrocyon,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Bridge Ranch, Normanna",Texas,specimens,4.0
occ:1438335,18610,Gomphotherium,Gomphotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Gomphotherium,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Bridge Ranch, Normanna",Texas,specimens,2.0
occ:1438336,18610,Pseudoceras skinneri,Pseudoceras,Gelocidae,Artiodactyla,herbivore,genus,Pseudoceras,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Bridge Ranch, Normanna",Texas,specimens,2.0
occ:1438337,18610,Synthetoceras tricornatus,Synthetoceras,Protoceratidae,Artiodactyla,herbivore,genus,Synthetoceras,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Bridge Ranch, Normanna",Texas,,
occ:1438338,18623,Mustelidae,,Mustelidae,Carnivora,predator,indeterminate,,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Farish Ranch, Medio Creek",Texas,,
occ:1438339,18623,Aelurodon taxoides,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Farish Ranch, Medio Creek",Texas,,
