accepted_name,genus,family,order,guild,n_occurrences
Wilsonosorex conulatus,Wilsonosorex,Soricidae,NO_ORDER_SPECIFIED,other,1
Yumaceras ruminalis,Yumaceras,Dromomerycidae,Artiodactyla,herbivore,1
Zacatzontli cotobrusensis,Zacatzontli,Megalonychidae,Xenarthra,herbivore,1
Zazamys veronicae,Zazamys,Echimyidae,Rodentia,herbivore,1
Ziamys tedfordi,Ziamys,Entoptychidae,Rodentia,herbivore,1
Zodiolestes daimonelixensis,Zodiolestes,Mustelidae,Carnivora,predator,1
Woodburnehyus grenaderae,Woodburnehyus,Tayassuidae,Artiodactyla,herbivore,1
Sthenictis campestris,Sthenictis,Mustelidae,Carnivora,predator,1
Xenosiren yucateca,Xenosiren,Dugongidae,Sirenia,other,1
Yanshuella columbiana,Yanshuella,Talpidae,NO_ORDER_SPECIFIED,other,1
Aguascalientia wilsoni,Aguascalientia,Camelidae,Artiodactyla,herbivore,1
Ustatochoerus tedfordi,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,1
Vulpes kernensis,Vulpes,Canidae,Carnivora,predator,1
Watay tabutsigwii,Watay,Mustelidae,Carnivora,predator,1
Wilsonosorex,Wilsonosorex,Soricidae,NO_ORDER_SPECIFIED,other,1
Wilsonosorex bateslandensis,Wilsonosorex,Soricidae,NO_ORDER_SPECIFIED,other,1
Wyomylus whitei,Wyomylus,Camelidae,Artiodactyla,herbivore,1
Sthenictis junturensis,Sthenictis,Mustelidae,Carnivora,predator,1
Stratimus,Stratimus,Heteromyidae,Rodentia,herbivore,1
Stuckyhyus siouxensis,Stuckyhyus,Tayassuidae,Artiodactyla,herbivore,1
Suaptenos whitei,Suaptenos,Vespertilionidae,Chiroptera,other,1
Symmetrodontomys daamsi,Symmetrodontomys,Cricetidae,Rodentia,herbivore,1
Urocyon webbi,Urocyon,Canidae,Carnivora,predator,1
Trogomys rupinimenthae,Trogomys,Heteromyidae,Rodentia,herbivore,1
Umbogaulus galushai,Umbogaulus,Mylagaulidae,Rodentia,herbivore,1
Lontra,Lontra,Mustelidae,Carnivora,predator,1
Untermannerix,Untermannerix,Erinaceidae,NO_ORDER_SPECIFIED,other,1
Titanotylopus nebraskensis,Titanotylopus,Camelidae,Artiodactyla,herbivore,1
Trilophodon (Tetrabelodon) shepardi edensis,NO_GENUS_SPECIFIED,Gomphotheriidae,Proboscidea,herbivore,1
Amphechinus ellicottae,Amphechinus,Erinaceidae,NO_ORDER_SPECIFIED,other,1
Amphictis timucua,Amphictis,Ailuridae,Carnivora,predator,1
Zodiolestes freundi,Zodiolestes,Mustelidae,Carnivora,predator,1
Liodontia bathypotamos,Liodontia,Aplodontiidae,Rodentia,herbivore,1
Longirostromeryx clarendonensis,Longirostromeryx,Moschidae,Artiodactyla,herbivore,1
Umbogaulus monodon,Umbogaulus,Mylagaulidae,Rodentia,herbivore,1
Prothomomys warrenensis,Prothomomys,Geomyidae,Rodentia,herbivore,1
Protoceras neatodelpha,Protoceras,Protoceratidae,Artiodactyla,herbivore,1
Protohippus parvulus,Protohippus,Equidae,Perissodactyla,herbivore,1
Protohippus tantalus,Protohippus,Equidae,Perissodactyla,herbivore,1
Protolabis barstowensis,Protolabis,Camelidae,Artiodactyla,herbivore,1
Pseudotheridomys cuyamensis,Pseudotheridomys,Eomyidae,Rodentia,herbivore,1
Pseudotheridomys hesperus,Pseudotheridomys,Eomyidae,Rodentia,herbivore,1
Pseudotrimylus blacki,Pseudotrimylus,Soricidae,NO_ORDER_SPECIFIED,other,1
Bassariscus minimus,Bassariscus,Procyonidae,Carnivora,predator,1
Puijila darwini,Puijila,NO_FAMILY_SPECIFIED,Carnivora,predator,1
Protospermophilus oregonensis,Protospermophilus,Sciuridae,Rodentia,herbivore,1
Pseudaelurus skinneri,Pseudaelurus,Felidae,Carnivora,predator,1
Pseudomyscus bathygnathus,Pseudomyscus,Cricetidae,Rodentia,herbivore,1
Pseudopalaeocastor osmagnus,Pseudopalaeocastor,Castoridae,Rodentia,herbivore,1
Blickomylus moroni,Blickomylus,Camelidae,Artiodactyla,herbivore,1
Boreohippidion galushai,Boreohippidion,Equidae,Perissodactyla,herbivore,1
Brachyerix,Brachyerix,Erinaceidae,NO_ORDER_SPECIFIED,other,1
Pterogaulus cambridgensis,Pterogaulus,Mylagaulidae,Rodentia,herbivore,1
Promartes vantasselensis,Promartes,Mustelidae,Carnivora,predator,1
Promerycochoerus leidyi,Promerycochoerus,Merycoidodontidae,Artiodactyla,herbivore,1
Pronotolagus nevadensis,Pronotolagus,Leporidae,Lagomorpha,herbivore,1
Pronotolagus whitei,Pronotolagus,Leporidae,Lagomorpha,herbivore,1
Proscalops,Proscalops,Proscalopidae,NO_ORDER_SPECIFIED,other,1
Calomys,Calomys,Cricetidae,Rodentia,herbivore,1
Canis lepophagus,Canis,Canidae,Carnivora,predator,1
Capacikala,Capacikala,Castoridae,Rodentia,herbivore,1
Prosynthetoceras orthrionanus,Prosynthetoceras,Protoceratidae,Artiodactyla,herbivore,1
Brachypsalis matutinus,Brachypsalis,Mustelidae,Carnivora,predator,1
Bretzia,Bretzia,Cervidae,Artiodactyla,herbivore,1
Bursagnathus aterosseus,Bursagnathus,Heteromyidae,Rodentia,herbivore,1
Calippus (Grammohippus),Calippus (Grammohippus),Equidae,Perissodactyla,herbivore,1
Protoprocyon savagei,Protoprocyon,Procyonidae,Carnivora,predator,1
Protorepomys bartlettensis,Protorepomys,Cricetidae,Rodentia,herbivore,1
Protorepomys mckayensis,Protorepomys,Cricetidae,Rodentia,herbivore,1
Protospermophilus minimus,Protospermophilus,Sciuridae,Rodentia,herbivore,1
Brachypsalis hyaenoides,Brachypsalis,Mustelidae,Carnivora,predator,1
Rakomeryx,Rakomeryx,Dromomerycidae,Artiodactyla,herbivore,1
Rakomylus,Rakomylus,Camelidae,Artiodactyla,herbivore,1
Ramoceros (Paramoceros) brevicornis,Ramoceros (Paramoceros),Antilocapridae,Artiodactyla,herbivore,1
Ramoceros (Paramoceros) marthae,Ramoceros (Paramoceros),Antilocapridae,Artiodactyla,herbivore,1
Repomys maxumi,Repomys,Cricetidae,Rodentia,herbivore,1
Skopelogale melitodes,Skopelogale,Mustelidae,Carnivora,predator,1
Sminthosinis,Sminthosinis,Mustelidae,Carnivora,predator,1
Sorex yatkolai,Sorex,Soricidae,NO_ORDER_SPECIFIED,other,1
Brachyerix hibbardi,Brachyerix,Erinaceidae,NO_ORDER_SPECIFIED,other,1
Sciurus,Sciurus,Sciuridae,Rodentia,herbivore,1
Sciurus olsoni,Sciurus,Sciuridae,Rodentia,herbivore,1
Sewelleladon predontia,Sewelleladon,Aplodontiidae,Rodentia,herbivore,1
Sibotherium ka,Sibotherium,Megatheriidae,Xenarthra,herbivore,1
Schizodontomys sulcidens,Schizodontomys,Heteromyidae,Rodentia,herbivore,1
Scirrotherium antelucanus,Scirrotherium,Pampatheriidae,Cingulata,herbivore,1
Sciurion campestre,Sciurion,Sciuridae,Rodentia,herbivore,1
Sciuropterus,Sciuropterus,Sciuridae,Rodentia,herbivore,1
Spermophilus (Otospermophilus) jerae,Otospermophilus,Sciuridae,Rodentia,herbivore,1
Brachyerix richi,Brachyerix,Erinaceidae,NO_ORDER_SPECIFIED,other,1
Bensonomys hershkovitzi,Bensonomys,Cricetidae,Rodentia,herbivore,1
Bensonomys lindsayi,Bensonomys,Cricetidae,Rodentia,herbivore,1
Bensonomys winklerorum,Bensonomys,Cricetidae,Rodentia,herbivore,1
Bensonomys yazhi,Bensonomys,Cricetidae,Rodentia,herbivore,1
Blancotherium buckneri,Blancotherium,Gomphotheriidae,Proboscidea,herbivore,1
Basirepomys robertsi,Basirepomys,Cricetidae,Rodentia,herbivore,1
Basirepomys romensis,Basirepomys,Cricetidae,Rodentia,herbivore,1
Atopotarus courseni,Atopotarus,Desmatophocidae,Carnivora,marine_predator_excluded,1
Bassaricyonoides phyllismillerae,Bassaricyonoides,Procyonidae,Carnivora,predator,1
Bassaricyonoides stewartae,Bassaricyonoides,Procyonidae,Carnivora,predator,1
Aurimys xeros,Aurimys,Heteromyidae,Rodentia,herbivore,1
Australocamelus orarius,Australocamelus,Camelidae,Artiodactyla,herbivore,1
Baiomys,Baiomys,Cricetidae,Rodentia,herbivore,1
Rudiomys mcgrewi,Rudiomys,Aplodontiidae,Rodentia,herbivore,1
Sanctimus falkenbachi,Sanctimus,Florentiamyidae,Rodentia,herbivore,1
Scalopoides hutchisoni,Scalopoides,Talpidae,NO_ORDER_SPECIFIED,other,1
Bassaricyonoides,Bassaricyonoides,Procyonidae,Carnivora,predator,1
Imagocnus zazae,Imagocnus,Megalonychidae,Xenarthra,herbivore,1
Indarctos nevadensis,Indarctos,Ursidae,Carnivora,predator,1
Ingentisorex tumididens,Ingentisorex,Soricidae,NO_ORDER_SPECIFIED,other,1
Merycodus hookwayi,Merycodus,Antilocapridae,Artiodactyla,herbivore,1
Merycodus major,Merycodus,Antilocapridae,Artiodactyla,herbivore,1
Miolabis longiceps,Miolabis,Camelidae,Artiodactyla,herbivore,1
Miolabis montanus,Miolabis,Camelidae,Artiodactyla,herbivore,1
Miolabis transmontanus,Miolabis,Camelidae,Artiodactyla,herbivore,1
Miomyotis floridanus,Miomyotis,Vespertilionidae,Chiroptera,other,1
Entoptychus planifrons,Entoptychus,Entoptychidae,Rodentia,herbivore,1
Mionictis elegans,Mionictis,Mustelidae,Carnivora,predator,1
Mionictis incertus,Mionictis,Mustelidae,Carnivora,predator,1
Mionictis letifer,Mionictis,Mustelidae,Carnivora,predator,1
Mioheteromys subterior,Mioheteromys,Heteromyidae,Rodentia,herbivore,1
Miohippus equinanus,Miohippus,Equidae,Perissodactyla,herbivore,1
Miohippus taxus,Miohippus,Equidae,Perissodactyla,herbivore,1
Miolabis californicus,Miolabis,Camelidae,Artiodactyla,herbivore,1
Metatomarctus,Metatomarctus,Canidae,Carnivora,predator,1
Metaxytherium,Metaxytherium,Dugongidae,Sirenia,other,1
Microdipoides eximius,Microdipoides,Castoridae,Rodentia,herbivore,1
Mionictis angustidens,Mionictis,Mustelidae,Carnivora,predator,1
Lanthanotherium observatum,Lanthanotherium,Erinaceidae,NO_ORDER_SPECIFIED,other,1
Lasiurus,Lasiurus,Vespertilionidae,Chiroptera,other,1
Legionarictis fortidens,Legionarictis,Mustelidae,Carnivora,predator,1
Hibbarderix obfuscatus,Hibbarderix,Erinaceidae,NO_ORDER_SPECIFIED,other,1
Hipparion condoni,Hipparion,Equidae,Perissodactyla,herbivore,1
Hipparion shirleyae,Hipparion,Equidae,Perissodactyla,herbivore,1
Hippidion,Hippidion,Equidae,Perissodactyla,herbivore,1
Hitonkala,Hitonkala,Florentiamyidae,Rodentia,herbivore,1
Honeymys hoffmeisteri,Honeymys,Cricetidae,Rodentia,herbivore,1
Mesoscalops montanensis,Mesoscalops,Proscalopidae,NO_ORDER_SPECIFIED,other,1
Ilingoceros schizoceras,Ilingoceros,Antilocapridae,Artiodactyla,herbivore,1
Hesperosorex,Hesperosorex,Soricidae,NO_ORDER_SPECIFIED,other,1
Hesperosorex lovei,Hesperosorex,Soricidae,NO_ORDER_SPECIFIED,other,1
Heteropliohippus hulberti,Heteropliohippus,Equidae,Perissodactyla,herbivore,1
Hibbarderix,Hibbarderix,Erinaceidae,NO_ORDER_SPECIFIED,other,1
Merycodus minimus,Merycodus,Antilocapridae,Artiodactyla,herbivore,1
Merycoides,Merycoides,Merycoidodontidae,Artiodactyla,herbivore,1
Merycoides cursor,Merycoides,Merycoidodontidae,Artiodactyla,herbivore,1
Mesocyon,Mesocyon,Canidae,Carnivora,predator,1
Mesocyon temnodon,Mesocyon,Canidae,Carnivora,predator,1
Mesogaulus,Mesogaulus,Mylagaulidae,Rodentia,herbivore,1
Hesperoscalops ruficervus,Scalopus,Talpidae,NO_ORDER_SPECIFIED,other,1
Miospermophilus lavertyi,Miospermophilus,Sciuridae,Rodentia,herbivore,1
Miotomodon mayi,Miotomodon,Cricetidae,Rodentia,herbivore,1
Negodiaetictis rugatrulleum,Negodiaetictis,Mustelidae,Carnivora,predator,1
Nemomeryx vyaensis,Nemomeryx,Cervidae,Artiodactyla,herbivore,1
Neotherium mirum,Neotherium,Odobenidae,Carnivora,marine_predator_excluded,1
Neotoma (Paraneotoma),Neotoma (Paraneotoma),Cricetidae,Rodentia,herbivore,1
Mylohyus longirostris,Mylohyus,Tayassuidae,Artiodactyla,herbivore,1
Myotis yumanensis,Myotis,NO_FAMILY_SPECIFIED,Chiroptera,other,1
Mystipterus vespertilio,Mystipterus,Talpidae,NO_ORDER_SPECIFIED,other,1
Nannippus peninsulatus,Nannippus,Equidae,Perissodactyla,herbivore,1
Migmacastor procumbodens,Migmacastor,Castoridae,Rodentia,herbivore,1
Mookomys thrinax,Mookomys,Heteromyidae,Rodentia,herbivore,1
Mustela rexroadensis,Mustela,Mustelidae,Carnivora,predator,1
Hesperhys antiquus,Hesperhys,Tayassuidae,Artiodactyla,herbivore,1
Hesperocamelus,Hesperocamelus,Camelidae,Artiodactyla,herbivore,1
Monosaulax progressus,Monosaulax,Castoridae,Rodentia,herbivore,1
Monosaulax tedi,Monosaulax,Castoridae,Rodentia,herbivore,1
Monosaulax typicus,Monosaulax,Castoridae,Rodentia,herbivore,1
Mookomys altifluminis,Mookomys,Heteromyidae,Rodentia,herbivore,1
Geomys carranzai,Geomys,Geomyidae,Rodentia,herbivore,1
Glossotherium,Glossotherium,Mylodontidae,Xenarthra,herbivore,1
Nanotragulus loomisi,Nanotragulus,Hypertragulidae,Artiodactyla,herbivore,1
Huracan gregoryi,Huracan,Ursidae,Carnivora,predator,1
Hydrochoerus,Hydrochoerus,Caviidae,Rodentia,herbivore,1
Hypertragulus calcaratus,Hypertragulus,Hypertragulidae,Artiodactyla,herbivore,1
Hypertragulus hesperius,Hypertragulus,Hypertragulidae,Artiodactyla,herbivore,1
Hypertragulus minor,Hypertragulus,Hypertragulidae,Artiodactyla,herbivore,1
Metaliomys sevierensis,Metaliomys,Heteromyidae,Rodentia,herbivore,1
Metalopex bakeri,Metalopex,Canidae,Carnivora,predator,1
Heliscomys,Heliscomys,Heliscomyidae,Rodentia,herbivore,1
Hemiauchenia edensis,Hemiauchenia,Camelidae,Artiodactyla,herbivore,1
Hemiauchenia guanajuatensis,Hemiauchenia,Camelidae,Artiodactyla,herbivore,1
Miosicista angulus,Miosicista,Zapodidae,Rodentia,herbivore,1
Gregorymys larsoni,Gregorymys,Entoptychidae,Rodentia,herbivore,1
Gregorymys montanensis,Gregorymys,Entoptychidae,Rodentia,herbivore,1
Gulfoceras westfalli,Gulfoceras,Rhinocerotidae,Perissodactyla,herbivore,1
Gulo sudorus,Gulo,Mustelidae,Carnivora,predator,1
Hadrodelphis,Hadrodelphis,NO_FAMILY_SPECIFIED,Cetacea,other,1
Harrymys canadensis,Harrymys,Heteromyidae,Rodentia,herbivore,1
Miotylopus gibbi,Miotylopus,Camelidae,Artiodactyla,herbivore,1
Mojavemys wilsoni,Mojavemys,NO_FAMILY_SPECIFIED,Rodentia,herbivore,1
Miopetaurista webbi,Miopetaurista,Sciuridae,Rodentia,herbivore,1
Mioscalops,Mioscalops,Talpidae,NO_ORDER_SPECIFIED,other,1
Hemicyon barbouri,Hemicyon,Ursidae,Carnivora,predator,1
Apeomyoides savagei,Apeomyoides,Eomyidae,Rodentia,herbivore,1
Aphelops longipes,Aphelops,Rhinocerotidae,Perissodactyla,herbivore,1
Alphagaulus tedfordi,Alphagaulus,Mylagaulidae,Rodentia,herbivore,1
Leptomeryx obliquidens,Leptomeryx,Leptomerycidae,Artiodactyla,herbivore,1
Lignimus austridakotensis,Lignimus,Entoptychidae,Rodentia,herbivore,1
Limnonyx,Limnonyx,Mustelidae,Carnivora,predator,1
Mammuthus,Mammuthus,Elephantidae,Proboscidea,herbivore,1
Leptarctus mummorum,Leptarctus,Mustelidae,Carnivora,predator,1
Leptarctus supremus,Leptarctus,Mustelidae,Carnivora,predator,1
Leptauchenia decora,Leptauchenia,Merycoidodontidae,Artiodactyla,herbivore,1
Lanthanotherium dehmi,Lanthanotherium,Erinaceidae,NO_ORDER_SPECIFIED,other,1
Leptocyon tejonensis,Leptocyon,Canidae,Carnivora,predator,1
Leptodontomys oregonensis,Leptodontomys,Eomyidae,Rodentia,herbivore,1
Leptodontomys quartzi,Leptodontomys,Eomyidae,Rodentia,herbivore,1
Magnatalpa fumamons,Magnatalpa,Talpidae,NO_ORDER_SPECIFIED,other,1
Mammacyon,Mammacyon,Amphicyonidae,Carnivora,predator,1
Mammacyon ferocior,Mammacyon,Amphicyonidae,Carnivora,predator,1
Mammacyon obtusidens,Mammacyon,Amphicyonidae,Carnivora,predator,1
Lynx longignathus,Lynx,Felidae,Carnivora,predator,1
Machaerodus,Machaerodus,Felidae,Carnivora,predator,1
Machaeromeryx,Machaeromeryx,Moschidae,Artiodactyla,herbivore,1
Leptauchenia lullianus,Leptauchenia,Merycoidodontidae,Artiodactyla,herbivore,1
Adeloblarina,Adeloblarina,Soricidae,NO_ORDER_SPECIFIED,other,1
Aelurodon montanensis,Aelurodon,Canidae,Carnivora,predator,1
Aepycamelus bradyi,Aepycamelus,Camelidae,Artiodactyla,herbivore,1
Aepycamelus elrodi,Aepycamelus,Camelidae,Artiodactyla,herbivore,1
Aepycamelus giraffinus,Aepycamelus,Camelidae,Artiodactyla,herbivore,1
Aepycamelus procerus,Aepycamelus,Camelidae,Artiodactyla,herbivore,1
Agriochoerus,Agriochoerus,Agriochoeridae,Artiodactyla,herbivore,1
Teleoceras aepysoma,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,1
Allodesmus kernensis,Allodesmus,Desmatophocidae,Carnivora,marine_predator_excluded,1
Allodesmus sinanoensis,Allodesmus,Desmatophocidae,Carnivora,marine_predator_excluded,1
Antillothrix bernensis,Antillothrix,Pitheciidae,Primates,other,1
Alopecocyon leardi,Alopecocyon,Ailuridae,Carnivora,predator,1
Albicetus oxymycterus,Albicetus,NO_FAMILY_SPECIFIED,Cetacea,other,1
Aletomeryx occidentalis,Aletomeryx,Palaeomerycidae,Artiodactyla,herbivore,1
Temnocyon,Temnocyon,Amphicyonidae,Carnivora,predator,1
Temnocyon macrogenys,Temnocyon,Amphicyonidae,Carnivora,predator,1
Tephrocyon,Tephrocyon,Canidae,Carnivora,predator,1
Texoceros edensis,Texoceros,Antilocapridae,Artiodactyla,herbivore,1
Texoceros vaughani,Texoceros,Antilocapridae,Artiodactyla,herbivore,1
Antesorex,Antesorex,Soricidae,NO_ORDER_SPECIFIED,other,1
Antesorex wilsoni,Antesorex,Soricidae,NO_ORDER_SPECIFIED,other,1
Allomys stirtoni,Allomys,Aplodontiidae,Rodentia,herbivore,1
Martes stirtoni,Martes,Mustelidae,Carnivora,predator,1
Martinogale chisoensis,Martinogale,Mephitidae,Carnivora,predator,1
Hypsiops,Hypsiops,Merycoidodontidae,Artiodactyla,herbivore,1
Hypsiops rooneyi,Hypsiops,Merycoidodontidae,Artiodactyla,herbivore,1
Hystricops browni,Hystricops,Castoridae,Rodentia,herbivore,1
Ilingoceros,Ilingoceros,Antilocapridae,Artiodactyla,herbivore,1
Ilingoceros alexandrae,Ilingoceros,Antilocapridae,Artiodactyla,herbivore,1
Merychippus eohipparion,Merychippus,Equidae,Perissodactyla,herbivore,1
Merychippus labrosus,Merychippus,Equidae,Perissodactyla,herbivore,1
Merychippus missouriensis,Merychippus,Equidae,Perissodactyla,herbivore,1
Machaeromeryx gilchristensis,Machaeromeryx,Moschidae,Artiodactyla,herbivore,1
Merychippus stevensi,Merychippus,Equidae,Perissodactyla,herbivore,1
Hypohippus chico,Hypohippus,Equidae,Perissodactyla,herbivore,1
Leidymys blacki,Leidymys,Cricetidae,Rodentia,herbivore,1
Leidymys nematodon,Leidymys,Cricetidae,Rodentia,herbivore,1
Leptarctus martini,Leptarctus,Mustelidae,Carnivora,predator,1
Megasminthus,Megasminthus,Zapodidae,Rodentia,herbivore,1
Megoreodon grandis,Megoreodon,Merycoidodontidae,Artiodactyla,herbivore,1
Kyptoceras amatorum,Kyptoceras,Protoceratidae,Artiodactyla,herbivore,1
Lambdoceras,Lambdoceras,Protoceratidae,Artiodactyla,herbivore,1
Lambdoceras hessei,Lambdoceras,Protoceratidae,Artiodactyla,herbivore,1
Merychippus quintus,Merychippus,Equidae,Perissodactyla,herbivore,1
Machairodus tanneri,Machairodus,Felidae,Carnivora,predator,1
Kalobatippus avus,Kalobatippus,Equidae,Perissodactyla,herbivore,1
Kansasimys,Kansasimys,Eomyidae,Rodentia,herbivore,1
Kansasimys wilsoni,Kansasimys,Eomyidae,Rodentia,herbivore,1
Karstala silva,Karstala,Vespertilionidae,Chiroptera,other,1
Kolponomos newportensis,Kolponomos,NO_FAMILY_SPECIFIED,Carnivora,predator,1
Konobelodon britti,Konobelodon,Gomphotheriidae,Proboscidea,herbivore,1
Kyptoceras,Kyptoceras,Protoceratidae,Artiodactyla,herbivore,1
Megalictis frazieri,Megalictis,Mustelidae,Carnivora,predator,1
Megalonyx mathisi,Megalonyx,Megalonychidae,Xenarthra,herbivore,1
Martes parviloba,Martes,Mustelidae,Carnivora,predator,1
Martinogale faulli,Martinogale,Mephitidae,Carnivora,predator,1
Mckennahyus parisidutrai,Mckennahyus,Tayassuidae,Artiodactyla,herbivore,1
Mediochoerus blicki,Mediochoerus,Merycoidodontidae,Artiodactyla,herbivore,1
Mediochoerus johnsoni,Mediochoerus,Merycoidodontidae,Artiodactyla,herbivore,1
Mediochoerus mohavensis,Mediochoerus,Merycoidodontidae,Artiodactyla,herbivore,1
Megacamelus,Megacamelus,Camelidae,Artiodactyla,herbivore,1
Megalagus dawsoni,Megalagus,Leporidae,Lagomorpha,herbivore,1
Marmota,Marmota,Sciuridae,Rodentia,herbivore,1
Marmota korthi,Marmota,Sciuridae,Rodentia,herbivore,1
Marmota minor,Marmota,Sciuridae,Rodentia,herbivore,1
Megapeomys bobwilsoni,Megapeomys,Eomyidae,Rodentia,herbivore,1
Paratoceras macadamsi,Paratoceras,Protoceratidae,Artiodactyla,herbivore,1
Entoptychus wheelerensis,Entoptychus,Entoptychidae,Rodentia,herbivore,1
Eocoileus gentryorum,Eocoileus,Cervidae,Artiodactyla,herbivore,1
Eomellivora wimani,Eomellivora,Mustelidae,Carnivora,predator,1
Epiaceratherium itjilik,Epiaceratherium,Rhinocerotidae,Perissodactyla,herbivore,1
Epicyon aelurodontoides,Epicyon,Canidae,Carnivora,predator,1
Petauristodon pattersoni,Petauristodon,Sciuridae,Rodentia,herbivore,1
Petenyia,Petenyia,Soricidae,NO_ORDER_SPECIFIED,other,1
Phelosaccomys neomexicanus,Phelosaccomys,NO_FAMILY_SPECIFIED,Rodentia,herbivore,1
Phelosaccomys shotwelli,Phelosaccomys,NO_FAMILY_SPECIFIED,Rodentia,herbivore,1
Glyptodon,Glyptodon,Glyptodontidae,Cingulata,herbivore,1
Perognathoides cuyamensis,Perognathoides,Heteromyidae,Rodentia,herbivore,1
Perognathus ancenensis,Perognathus,Heteromyidae,Rodentia,herbivore,1
Perognathus dunklei,Perognathus,Heteromyidae,Rodentia,herbivore,1
Perognathus henryredfieldi,Perognathus,Heteromyidae,Rodentia,herbivore,1
Perognathus saskatchewanensis,Perognathus,Heteromyidae,Rodentia,herbivore,1
Dolomys,Dolomys,Cricetidae,Rodentia,herbivore,1
Domninoides hessei,Domninoides,Talpidae,NO_ORDER_SPECIFIED,other,1
Peraceras superciliosus,Peraceras,Rhinocerotidae,Perissodactyla,herbivore,1
Peridiomys,Peridiomys,Heteromyidae,Rodentia,herbivore,1
Peridiomys halis,Peridiomys,Heteromyidae,Rodentia,herbivore,1
Phenacocoelus,Phenacocoelus,Merycoidodontidae,Artiodactyla,herbivore,1
Paramachaerodus,Paramachaerodus,Felidae,Carnivora,predator,1
Parapaenemarmota oregonensis,Parapaenemarmota,Sciuridae,Rodentia,herbivore,1
Parahippus atavus,Parahippus,Equidae,Perissodactyla,herbivore,1
Parahippus pristinus,Parahippus,Equidae,Perissodactyla,herbivore,1
Parahippus wyomingensis,Parahippus,Equidae,Perissodactyla,herbivore,1
Paralouatta marianae,Paralouatta,Pitheciidae,Primates,other,1
Parydrosorex concisus,Parydrosorex,Soricidae,NO_ORDER_SPECIFIED,other,1
Pediolophodon,Pediolophodon,Gomphotheriidae,Proboscidea,herbivore,1
Pekania occulta,Pekania,Mustelidae,Carnivora,predator,1
Pelagiarctos thomasi,Pelagiarctos,Odobenidae,Carnivora,marine_predator_excluded,1
Paratoceras,Paratoceras,Protoceratidae,Artiodactyla,herbivore,1
Dicotyles,Dicotyles,Tayassuidae,Artiodactyla,herbivore,1
Dikkomys,Dikkomys,Heteromyidae,Rodentia,herbivore,1
Paratoceras tedfordi,Paratoceras,Protoceratidae,Artiodactyla,herbivore,1
Paronychomys alticuspis,Paronychomys,Cricetidae,Rodentia,herbivore,1
Paronychomys tuttlei,Paronychomys,Cricetidae,Rodentia,herbivore,1
Parapotos tedfordi,Parapotos,Procyonidae,Carnivora,predator,1
Parascalops,Parascalops,Talpidae,NO_ORDER_SPECIFIED,other,1
Parascalops grayensis,Parascalops,Talpidae,NO_ORDER_SPECIFIED,other,1
Paratamias tarassus,Paratamias,Sciuridae,Rodentia,herbivore,1
Parataxidea,Parataxidea,Mustelidae,Carnivora,predator,1
Diceratherium radtkei,Diceratherium,Rhinocerotidae,Perissodactyla,herbivore,1
Phlaocyon mariae,Phlaocyon,Canidae,Carnivora,predator,1
Phlaocyon multicuspus,Phlaocyon,Canidae,Carnivora,predator,1
Phlaocyon yatkolai,Phlaocyon,Canidae,Carnivora,predator,1
Phoberocyon johnhenryi,Phoberocyon,Ursidae,Carnivora,predator,1
Physeterula,Physeterula,Physeteridae,Cetacea,other,1
Platybelodon,Platybelodon,Gomphotheriidae,Proboscidea,herbivore,1
Cupidinimus smaragdinus,Cupidinimus,Heteromyidae,Rodentia,herbivore,1
Cuvieronius tropicus,Cuvieronius,Gomphotheriidae,Proboscidea,herbivore,1
Cynarctoides harlowi,Cynarctoides,Canidae,Carnivora,predator,1
Pliohippus bakeri,Pliohippus,Equidae,Perissodactyla,herbivore,1
Perognathoides,Perognathoides,Heteromyidae,Rodentia,herbivore,1
Cupidinimus bidahochiensis,Cupidinimus,Heteromyidae,Rodentia,herbivore,1
Pliocyon robustus,Pliocyon,Amphicyonidae,Carnivora,predator,1
Pliogale manka,Pliogale,Mephitidae,Carnivora,predator,1
Pliogeomys buisi,Pliogeomys,Geomyidae,Rodentia,herbivore,1
Pliogeomys russelli,Pliogeomys,Geomyidae,Rodentia,herbivore,1
Pleurolicus,Pleurolicus,Geomyidae,Rodentia,herbivore,1
Pleurolicus hemingfordensis,Pleurolicus,Geomyidae,Rodentia,herbivore,1
Pleurolicus sellardsi,Pleurolicus,Geomyidae,Rodentia,herbivore,1
Pliauchenia raki,Pliauchenia,Camelidae,Artiodactyla,herbivore,1
Cormohipparion johnsoni,Cormohipparion,Equidae,Perissodactyla,herbivore,1
Pliohippus coalingensis,Pliohippus,Equidae,Perissodactyla,herbivore,1
Dinogale siouxensis,Dinogale,Mustelidae,Carnivora,predator,1
Dioplotherium allisoni,Dioplotherium,Dugongidae,Sirenia,other,1
Dipoides smithi,Dipoides,Castoridae,Rodentia,herbivore,1
Dipoides tanneri,Dipoides,Castoridae,Rodentia,herbivore,1
Diprionomys,Diprionomys,Heteromyidae,Rodentia,herbivore,1
Desmatochoerus megalodon,Desmatochoerus,Merycoidodontidae,Artiodactyla,herbivore,1
Desmatolagus,Desmatolagus,Leporidae,Lagomorpha,herbivore,1
Desmocyon,Desmocyon,Canidae,Carnivora,predator,1
