oid,cid,tna,tid,rnk,lng,lat,env,lt1,ldc,tpm,tps,tpt,cct,gsc,ccx,ccd,cnm,aut,pby,oei,guild,genus,collection_no,body_fossil,is_ootaxon
occ:1706144,col:179625,Dendroolithus microporosus,txn:84311,3.0,99.833054,43.474724,eolian indet.,not reported,,body,,,general faunal/floral,outcrop,field collection,1972,"Khermin Tsav, Upper White Beds (PIN coll. 3142) [SMPE]",Mikhailov,1994,Maastrichtian,herbivore,Dendroolithus,179625,True,True
occ:1706145,col:73437,Ovaloolithus dinornithoides,txn:84309,3.0,100.477776,43.572224,terrestrial indet.,not reported,,body,,,taxonomic,small collection,"mechanical,peel or thin section,survey of museum collection",1948–1949,Altan Ula II [SMPE] (PIN coll. 553),Mikhailov,1994,Maastrichtian,herbivore,Ovaloolithus,73437,True,True
occ:1706146,col:165580,Ovaloolithus dinornithoides,txn:84309,3.0,100.366669,43.479168,terrestrial indet.,"""siliciclastic""",,body,,,general faunal/floral,outcrop,"surface (float),surface (in situ),field collection","1948–1949, 1967–1969",Tsagan Hushu [MPE/SMGE] (PIN coll. 552),Mikhailov,1994,Maastrichtian,herbivore,Ovaloolithus,165580,True,True
occ:1706148,col:127674,Spheroolithus maiasauroides,txn:84307,3.0,100.457779,43.597221,fluvial indet.,sandstone,"""The beds with rich vertebrate fossils are alternation of sandstone and mudstone layers with fluvial origin.""",body,,,general faunal/floral,outcrop,"surface (float),surface (in situ),mechanical,field collection","1993, 1997, 2006-2007",Altan Ula IV [HMNS-GIN],Tanaka et al.,2023,Maastrichtian,herbivore,Spheroolithus,127674,True,True
occ:1706149,col:241751,Coralloidoolithus,txn:395899,5.0,100.635834,43.58139,terrestrial indet.,not reported,,body,,,general faunal/floral,outcrop,"surface (in situ),field collection",,Altan Ula I [HMNS-GIN],Tanaka et al.,2023,Maastrichtian,herbivore,Coralloidoolithus,241751,True,True
occ:1706157,col:168111,Elongatoolithidae,txn:65566,9.0,107.690277,43.582222,fluvial indet.,mudstone,"""Lithology of the fossiliferous beds mainly consists of alternation of mudstone and fine-grained sandstone layers. Mudstone is more dominant than the latter.""",body,,,general faunal/floral,outcrop,"surface (in situ),field collection",1996,Shar Tsav [HMNS-GIN],Tanaka et al.,2023,Maastrichtian,predator,,168111,True,False
occ:1706158,col:168111,Spheroolithidae,txn:67194,9.0,107.690277,43.582222,fluvial indet.,mudstone,"""Lithology of the fossiliferous beds mainly consists of alternation of mudstone and fine-grained sandstone layers. Mudstone is more dominant than the latter.""",body,,,general faunal/floral,outcrop,"surface (in situ),field collection",1996,Shar Tsav [HMNS-GIN],Tanaka et al.,2023,Maastrichtian,herbivore,,168111,True,False
occ:1706160,col:241750,Tarbosaurus,txn:53224,5.0,100.454445,43.601944,terrestrial indet.,not reported,],body,,snapshot,general faunal/floral,outcrop,"selective quarrying,surface (in situ),field collection","2006, 2007, 2009",Altan Ula IV (KID),Lee et al.,2023,Maastrichtian,predator,Tarbosaurus,241750,True,False
occ:2056759,col:229067,Tarbosaurus,txn:53224,5.0,99.972221,43.863335,dry floodplain,mudstone,"""This tracksite consists of laminated gray mudstone-yellowish brown siltstone couplets interbedded with eolian yellowish brown sandstone deposited on a distal floodplain""","body,trace",autochthonous,snapshot,paleoecologic,outcrop,"surface (in situ),field collection,observed (not collected)",2009,Bugin Tsav tracksite (KID),Lee et al.,2023,Maastrichtian,predator,Tarbosaurus,229067,True,False
occ:2056760,col:229067,Saurolophus,txn:38768,5.0,99.972221,43.863335,dry floodplain,mudstone,"""This tracksite consists of laminated gray mudstone-yellowish brown siltstone couplets interbedded with eolian yellowish brown sandstone deposited on a distal floodplain""","body,trace",autochthonous,snapshot,paleoecologic,outcrop,"surface (in situ),field collection,observed (not collected)",2009,Bugin Tsav tracksite (KID),Lee et al.,2023,Maastrichtian,herbivore,Saurolophus,229067,True,False
occ:2056761,col:229067,Sauropoda,txn:38653,25.0,99.972221,43.863335,dry floodplain,mudstone,"""This tracksite consists of laminated gray mudstone-yellowish brown siltstone couplets interbedded with eolian yellowish brown sandstone deposited on a distal floodplain""","body,trace",autochthonous,snapshot,paleoecologic,outcrop,"surface (in situ),field collection,observed (not collected)",2009,Bugin Tsav tracksite (KID),Lee et al.,2023,Maastrichtian,herbivore,,229067,True,False
occ:2056762,col:206055,Hadrosauridae,txn:38755,9.0,101.281944,43.985279,terrestrial indet.,not reported,,body,,,general faunal/floral,outcrop,"surface (float),field collection","2008, 2010",Khuree Tsav [KID],Lee et al.,2023,Maastrichtian,herbivore,,206055,True,False
occ:2056763,col:206055,Tarbosaurus,txn:53224,5.0,101.281944,43.985279,terrestrial indet.,not reported,,body,,,general faunal/floral,outcrop,"surface (float),field collection","2008, 2010",Khuree Tsav [KID],Lee et al.,2023,Maastrichtian,predator,Tarbosaurus,206055,True,False
occ:2056767,col:199805,Tarbosaurus,txn:53224,5.0,100.333336,43.5,fluvial indet.,sandstone,"""gray blue silt-fine-grained sandstone beds""; ""alternation of sandstone and mudstone layers, with intercalations of conglomerate layers (grain size is granule).""",body,,,general faunal/floral,outcrop,"surface (float),surface (in situ),field collection",2006–2008,Altan Ula III [KID],Lee et al.,2023,Maastrichtian,predator,Tarbosaurus,199805,True,False
occ:2056768,col:199805,Sauropoda,txn:38653,25.0,100.333336,43.5,fluvial indet.,sandstone,"""gray blue silt-fine-grained sandstone beds""; ""alternation of sandstone and mudstone layers, with intercalations of conglomerate layers (grain size is granule).""",body,,,general faunal/floral,outcrop,"surface (float),surface (in situ),field collection",2006–2008,Altan Ula III [KID],Lee et al.,2023,Maastrichtian,herbivore,,199805,True,False
occ:2056769,col:199805,Ornithomimidae,txn:38539,9.0,100.333336,43.5,fluvial indet.,sandstone,"""gray blue silt-fine-grained sandstone beds""; ""alternation of sandstone and mudstone layers, with intercalations of conglomerate layers (grain size is granule).""",body,,,general faunal/floral,outcrop,"surface (float),surface (in situ),field collection",2006–2008,Altan Ula III [KID],Lee et al.,2023,Maastrichtian,predator,,199805,True,False
occ:2056770,col:199805,Deinocheirus mirificus,txn:57246,3.0,100.333336,43.5,fluvial indet.,sandstone,"""gray blue silt-fine-grained sandstone beds""; ""alternation of sandstone and mudstone layers, with intercalations of conglomerate layers (grain size is granule).""",body,,,general faunal/floral,outcrop,"surface (float),surface (in situ),field collection",2006–2008,Altan Ula III [KID],Lee et al.,2023,Maastrichtian,predator,Deinocheirus,199805,True,False
occ:2056772,col:277791,Dinosauria,txn:52775,25.0,100.466667,43.594444,terrestrial indet.,not reported,,body,,,taxonomic,outcrop,,2006,Altan Ula I [KID],Lee et al.,2023,Maastrichtian,herbivore,,277791,True,False
occ:2056773,col:277791,Gallimimus,txn:38547,5.0,100.466667,43.594444,terrestrial indet.,not reported,,body,,,taxonomic,outcrop,,2006,Altan Ula I [KID],Lee et al.,2023,Maastrichtian,predator,Gallimimus,277791,True,False
occ:2056776,col:277792,Dinosauria,txn:52775,25.0,99.900558,43.7575,terrestrial indet.,not reported,,body,,,general faunal/floral,outcrop,field collection,2010,Khaichin Ula I [KID],Lee et al.,2023,Maastrichtian,herbivore,,277792,True,False
occ:2056777,col:226994,Tarbosaurus,txn:53224,5.0,99.833054,43.474998,terrestrial indet.,not reported,,body,,,general faunal/floral,outcrop,"surface (in situ),field collection",2007-2008,Hermiin Tsav (KID) [Nemegt Fm.],Lee et al.,2023,Maastrichtian,predator,Tarbosaurus,226994,True,False
occ:2056778,col:226994,Dinosauria,txn:52775,25.0,99.833054,43.474998,terrestrial indet.,not reported,,body,,,general faunal/floral,outcrop,"surface (in situ),field collection",2007-2008,Hermiin Tsav (KID) [Nemegt Fm.],Lee et al.,2023,Maastrichtian,herbivore,,226994,True,False
occ:2056802,col:277797,Saurolophus,txn:38768,5.0,100.140282,43.852501,terrestrial indet.,mudstone,,body,,,general faunal/floral,outcrop,"surface (in situ),field collection","2006, 2010",Gurilin Tsav [KID],Lee et al.,2023,Maastrichtian,herbivore,Saurolophus,277797,True,False
occ:2056803,col:277797,Tarbosaurus,txn:53224,5.0,100.140282,43.852501,terrestrial indet.,mudstone,,body,,,general faunal/floral,outcrop,"surface (in situ),field collection","2006, 2010",Gurilin Tsav [KID],Lee et al.,2023,Maastrichtian,predator,Tarbosaurus,277797,True,False
occ:2056804,col:277797,Gallimimus,txn:38547,5.0,100.140282,43.852501,terrestrial indet.,mudstone,,body,,,general faunal/floral,outcrop,"surface (in situ),field collection","2006, 2010",Gurilin Tsav [KID],Lee et al.,2023,Maastrichtian,predator,Gallimimus,277797,True,False
occ:2056805,col:277797,Oviraptoridae,txn:38557,9.0,100.140282,43.852501,terrestrial indet.,mudstone,,body,,,general faunal/floral,outcrop,"surface (in situ),field collection","2006, 2010",Gurilin Tsav [KID],Lee et al.,2023,Maastrichtian,predator,,277797,True,False
occ:2056806,col:277798,Therizinosauridae,txn:38552,9.0,100.359718,43.482777,terrestrial indet.,not reported,,body,,,general faunal/floral,outcrop,"surface (in situ),field collection",2009,Tsagan Khushu [KID],Lee et al.,2023,Maastrichtian,predator,,277798,True,False
occ:2056807,col:277798,Barsboldia,txn:38771,5.0,100.359718,43.482777,terrestrial indet.,not reported,,body,,,general faunal/floral,outcrop,"surface (in situ),field collection",2009,Tsagan Khushu [KID],Lee et al.,2023,Maastrichtian,herbivore,Barsboldia,277798,True,False
occ:2056808,col:277799,Theropoda,txn:38513,25.0,100.359718,43.482777,terrestrial indet.,not reported,,"cast,trace",autochthonous,snapshot,general faunal/floral,outcrop,"surface (in situ),field collection,observed (not collected)",2009,Tsagan Khushu tracksite [KID],Lee et al.,2023,Maastrichtian,predator,,277799,False,False
occ:2056809,col:277799,Ornithopoda,txn:38713,12.0,100.359718,43.482777,terrestrial indet.,not reported,,"cast,trace",autochthonous,snapshot,general faunal/floral,outcrop,"surface (in situ),field collection,observed (not collected)",2009,Tsagan Khushu tracksite [KID],Lee et al.,2023,Maastrichtian,herbivore,,277799,False,False
occ:2056810,col:277799,Sauropoda,txn:38653,25.0,100.359718,43.482777,terrestrial indet.,not reported,,"cast,trace",autochthonous,snapshot,general faunal/floral,outcrop,"surface (in situ),field collection,observed (not collected)",2009,Tsagan Khushu tracksite [KID],Lee et al.,2023,Maastrichtian,herbivore,,277799,False,False
occ:2056813,col:277800,Tarbosaurus,txn:53224,5.0,100.011108,43.86639,terrestrial indet.,sandstone,,body,,,general faunal/floral,outcrop,"surface (in situ),mechanical,field collection","2006, 2008–2010",Bugin Tsav [KID],Lee et al.,2023,Maastrichtian,predator,Tarbosaurus,277800,True,False
occ:2056814,col:277800,Saurolophus,txn:38768,5.0,100.011108,43.86639,terrestrial indet.,sandstone,,body,,,general faunal/floral,outcrop,"surface (in situ),mechanical,field collection","2006, 2008–2010",Bugin Tsav [KID],Lee et al.,2023,Maastrichtian,herbivore,Saurolophus,277800,True,False
occ:2056815,col:277800,Oviraptoridae,txn:38557,9.0,100.011108,43.86639,terrestrial indet.,sandstone,,body,,,general faunal/floral,outcrop,"surface (in situ),mechanical,field collection","2006, 2008–2010",Bugin Tsav [KID],Lee et al.,2023,Maastrichtian,predator,,277800,True,False
occ:2056816,col:277800,Theropoda,txn:38513,25.0,100.011108,43.86639,terrestrial indet.,sandstone,,body,,,general faunal/floral,outcrop,"surface (in situ),mechanical,field collection","2006, 2008–2010",Bugin Tsav [KID],Lee et al.,2023,Maastrichtian,predator,,277800,True,False
occ:2056817,col:277800,Sauropoda,txn:38653,25.0,100.011108,43.86639,terrestrial indet.,sandstone,,body,,,general faunal/floral,outcrop,"surface (in situ),mechanical,field collection","2006, 2008–2010",Bugin Tsav [KID],Lee et al.,2023,Maastrichtian,herbivore,,277800,True,False
